...1,verbatimScientificName,verbatimTraitName,verbatimTraitValue,verbatimTraitValueSD,verbatimTraitValueCV,verbatimTraitValueType,verbatimTraitMethod,verbatimTraitUnit,verbatimN1,verbatimN1Unit,verbatimN2,verbatimN2Unit,Area,ShortReference,FullReference,AdditionalInfo1,AdditionalInfo2,AdditionalInfo3,Short ref,Full ref,coordinateX-WGS84,coordinateY-WGS84
749,Miniopterus_schreibersii,Viruses,Picornaviridae,NA,NA,NA,Feces,NA,NA,NA,NA,NA,Hungary,Kemenesi et al. (2015),"Kemenesi G, Zhang D, Marton S, Dallos B, GÃ¶rfÃ¶l T, EstÃ³k P, Boldogh S, Kurucz K, Oldal M, Kutas A, BÃ¡nyai K, Jakab F. Genetic characterization of a novel picornavirus detected in Miniopterus schreibersii bats. J Gen Virol. 2015 Apr;96(Pt 4):815-821. doi: 10.1099/jgv.0.000028. Epub 2014 Dec 16. PMID: 25516541.",Bat picornavirus BatPV/V11/13/Hun,NA,NA,NA,NA,NA,NA
750,Miniopterus_schreibersii,Viruses,Picornaviridae,NA,NA,NA,Feces,NA,NA,NA,NA,NA,Hungary,Kemenesi et al. (2015),"Kemenesi G, Zhang D, Marton S, Dallos B, GÃ¶rfÃ¶l T, EstÃ³k P, Boldogh S, Kurucz K, Oldal M, Kutas A, BÃ¡nyai K, Jakab F. Genetic characterization of a novel picornavirus detected in Miniopterus schreibersii bats. J Gen Virol. 2015 Apr;96(Pt 4):815-821. doi: 10.1099/jgv.0.000028. Epub 2014 Dec 16. PMID: 25516541.",Bat picornavirus BatPV/V12/13/Hun,NA,NA,NA,NA,NA,NA
751,Miniopterus_schreibersii,Viruses,Picornaviridae,NA,NA,NA,Feces,NA,NA,NA,NA,NA,Hungary,Kemenesi et al. (2015),"Kemenesi G, Zhang D, Marton S, Dallos B, GÃ¶rfÃ¶l T, EstÃ³k P, Boldogh S, Kurucz K, Oldal M, Kutas A, BÃ¡nyai K, Jakab F. Genetic characterization of a novel picornavirus detected in Miniopterus schreibersii bats. J Gen Virol. 2015 Apr;96(Pt 4):815-821. doi: 10.1099/jgv.0.000028. Epub 2014 Dec 16. PMID: 25516541.",Bat picornavirus BatPV/V13/13/Hun,NA,NA,NA,NA,NA,NA
752,Miniopterus_schreibersii,Viruses,Picornaviridae,NA,NA,NA,Feces,NA,NA,NA,NA,NA,Hungary,Kemenesi et al. (2015),"Kemenesi G, Zhang D, Marton S, Dallos B, GÃ¶rfÃ¶l T, EstÃ³k P, Boldogh S, Kurucz K, Oldal M, Kutas A, BÃ¡nyai K, Jakab F. Genetic characterization of a novel picornavirus detected in Miniopterus schreibersii bats. J Gen Virol. 2015 Apr;96(Pt 4):815-821. doi: 10.1099/jgv.0.000028. Epub 2014 Dec 16. PMID: 25516541.",Bat picornavirus BatPV/V14/13/Hun,NA,NA,NA,NA,NA,NA
753,Miniopterus_schreibersii,Viruses,Picornaviridae,NA,NA,NA,Feces,NA,NA,NA,NA,NA,Hungary,Kemenesi et al. (2015),"Kemenesi G, Zhang D, Marton S, Dallos B, GÃ¶rfÃ¶l T, EstÃ³k P, Boldogh S, Kurucz K, Oldal M, Kutas A, BÃ¡nyai K, Jakab F. Genetic characterization of a novel picornavirus detected in Miniopterus schreibersii bats. J Gen Virol. 2015 Apr;96(Pt 4):815-821. doi: 10.1099/jgv.0.000028. Epub 2014 Dec 16. PMID: 25516541.",Bat picornavirus BatPV/V8/13/Hun,NA,NA,NA,NA,NA,NA
754,Miniopterus_schreibersii,Viruses,Coronaviridae,NA,NA,NA,Feces,NA,NA,NA,NA,NA,Bulgaria,Drexler et al. (2010),"Drexler JF, Gloza-Rausch F, Glende J, Corman VM, Muth D, Goettsche M, Seebens A, Niedrig M, Pfefferle S, Yordanov S, Zhelyazkov L, Hermanns U, Vallo P, Lukashev A, MÃ¼ller MA, Deng H, Herrler G, Drosten C. Genomic characterization of severe acute respiratory syndrome-related coronavirus in European bats and classification of coronaviruses based on partial RNA-dependent RNA polymerase gene sequences. J Virol. 2010 Nov;84(21):11336-49. doi: 10.1128/JVI.00650-10. Epub 2010 Aug 4. PMID: 20686038; PMCID: PMC2953168.",Bat coronavirus BR98-14/BGR/2008 BtCoV/BR98-14/BGR/2008,NA,NA,NA,NA,NA,NA
755,Miniopterus_schreibersii,Viruses,Coronaviridae,NA,NA,NA,Feces,NA,NA,NA,NA,NA,Bulgaria,Drexler et al. (2010),"Drexler JF, Gloza-Rausch F, Glende J, Corman VM, Muth D, Goettsche M, Seebens A, Niedrig M, Pfefferle S, Yordanov S, Zhelyazkov L, Hermanns U, Vallo P, Lukashev A, MÃ¼ller MA, Deng H, Herrler G, Drosten C. Genomic characterization of severe acute respiratory syndrome-related coronavirus in European bats and classification of coronaviruses based on partial RNA-dependent RNA polymerase gene sequences. J Virol. 2010 Nov;84(21):11336-49. doi: 10.1128/JVI.00650-10. Epub 2010 Aug 4. PMID: 20686038; PMCID: PMC2953168.",Bat coronavirus BR98-18/BGR/2008 BtCoV/BR98-18/BGR/2008,NA,NA,NA,NA,NA,NA
756,Miniopterus_schreibersii,Viruses,Coronaviridae,NA,NA,NA,Feces,NA,NA,NA,NA,NA,Bulgaria,Drexler et al. (2010),"Drexler JF, Gloza-Rausch F, Glende J, Corman VM, Muth D, Goettsche M, Seebens A, Niedrig M, Pfefferle S, Yordanov S, Zhelyazkov L, Hermanns U, Vallo P, Lukashev A, MÃ¼ller MA, Deng H, Herrler G, Drosten C. Genomic characterization of severe acute respiratory syndrome-related coronavirus in European bats and classification of coronaviruses based on partial RNA-dependent RNA polymerase gene sequences. J Virol. 2010 Nov;84(21):11336-49. doi: 10.1128/JVI.00650-10. Epub 2010 Aug 4. PMID: 20686038; PMCID: PMC2953168.",Bat coronavirus BR98-30/BGR/2008 BtCoV/BR98-30/BGR/2008,NA,NA,NA,NA,NA,NA
757,Miniopterus_schreibersii,Viruses,Coronaviridae,NA,NA,NA,Feces,NA,NA,NA,NA,NA,Bulgaria,Drexler et al. (2010),"Drexler JF, Gloza-Rausch F, Glende J, Corman VM, Muth D, Goettsche M, Seebens A, Niedrig M, Pfefferle S, Yordanov S, Zhelyazkov L, Hermanns U, Vallo P, Lukashev A, MÃ¼ller MA, Deng H, Herrler G, Drosten C. Genomic characterization of severe acute respiratory syndrome-related coronavirus in European bats and classification of coronaviruses based on partial RNA-dependent RNA polymerase gene sequences. J Virol. 2010 Nov;84(21):11336-49. doi: 10.1128/JVI.00650-10. Epub 2010 Aug 4. PMID: 20686038; PMCID: PMC2953168.",Bat coronavirus BR98-31/BGR/2008 BtCoV/BR98-31/BGR/2008,NA,NA,NA,NA,NA,NA
758,Miniopterus_schreibersii,Viruses,Coronaviridae,NA,NA,NA,Feces,NA,NA,NA,NA,NA,Bulgaria,Drexler et al. (2010),"Drexler JF, Gloza-Rausch F, Glende J, Corman VM, Muth D, Goettsche M, Seebens A, Niedrig M, Pfefferle S, Yordanov S, Zhelyazkov L, Hermanns U, Vallo P, Lukashev A, MÃ¼ller MA, Deng H, Herrler G, Drosten C. Genomic characterization of severe acute respiratory syndrome-related coronavirus in European bats and classification of coronaviruses based on partial RNA-dependent RNA polymerase gene sequences. J Virol. 2010 Nov;84(21):11336-49. doi: 10.1128/JVI.00650-10. Epub 2010 Aug 4. PMID: 20686038; PMCID: PMC2953168.",Bat coronavirus BR98-37/BGR/2008 BtCoV/BR98-37/BGR/2008,NA,NA,NA,NA,NA,NA
759,Miniopterus_schreibersii,Viruses,Coronaviridae,NA,NA,NA,Feces,NA,NA,NA,NA,NA,Bulgaria,Drexler et al. (2010),"Drexler JF, Gloza-Rausch F, Glende J, Corman VM, Muth D, Goettsche M, Seebens A, Niedrig M, Pfefferle S, Yordanov S, Zhelyazkov L, Hermanns U, Vallo P, Lukashev A, MÃ¼ller MA, Deng H, Herrler G, Drosten C. Genomic characterization of severe acute respiratory syndrome-related coronavirus in European bats and classification of coronaviruses based on partial RNA-dependent RNA polymerase gene sequences. J Virol. 2010 Nov;84(21):11336-49. doi: 10.1128/JVI.00650-10. Epub 2010 Aug 4. PMID: 20686038; PMCID: PMC2953168.",Bat coronavirus BR98-40/BGR/2008 BtCoV/BR98-40/BGR/2008,NA,NA,NA,NA,NA,NA
760,Miniopterus_schreibersii,Viruses,Coronaviridae,NA,NA,NA,Feces,NA,NA,NA,NA,NA,Bulgaria,Drexler et al. (2010),"Drexler JF, Gloza-Rausch F, Glende J, Corman VM, Muth D, Goettsche M, Seebens A, Niedrig M, Pfefferle S, Yordanov S, Zhelyazkov L, Hermanns U, Vallo P, Lukashev A, MÃ¼ller MA, Deng H, Herrler G, Drosten C. Genomic characterization of severe acute respiratory syndrome-related coronavirus in European bats and classification of coronaviruses based on partial RNA-dependent RNA polymerase gene sequences. J Virol. 2010 Nov;84(21):11336-49. doi: 10.1128/JVI.00650-10. Epub 2010 Aug 4. PMID: 20686038; PMCID: PMC2953168.",Bat coronavirus BR98-52/BGR/2008 BtCoV/BR98-52/BGR/2008,NA,NA,NA,NA,NA,NA
761,Miniopterus_schreibersii,Viruses,Coronaviridae,NA,NA,NA,Feces,NA,NA,NA,NA,NA,Bulgaria,Drexler et al. (2010),"Drexler JF, Gloza-Rausch F, Glende J, Corman VM, Muth D, Goettsche M, Seebens A, Niedrig M, Pfefferle S, Yordanov S, Zhelyazkov L, Hermanns U, Vallo P, Lukashev A, MÃ¼ller MA, Deng H, Herrler G, Drosten C. Genomic characterization of severe acute respiratory syndrome-related coronavirus in European bats and classification of coronaviruses based on partial RNA-dependent RNA polymerase gene sequences. J Virol. 2010 Nov;84(21):11336-49. doi: 10.1128/JVI.00650-10. Epub 2010 Aug 4. PMID: 20686038; PMCID: PMC2953168.",Bat coronavirus BR98-53/BGR/2008 BtCoV/BR98-53/BGR/2008,NA,NA,NA,NA,NA,NA
762,Miniopterus_schreibersii,Viruses,Coronaviridae,NA,NA,NA,Feces,NA,NA,NA,NA,NA,Bulgaria,Drexler et al. (2010),"Drexler JF, Gloza-Rausch F, Glende J, Corman VM, Muth D, Goettsche M, Seebens A, Niedrig M, Pfefferle S, Yordanov S, Zhelyazkov L, Hermanns U, Vallo P, Lukashev A, MÃ¼ller MA, Deng H, Herrler G, Drosten C. Genomic characterization of severe acute respiratory syndrome-related coronavirus in European bats and classification of coronaviruses based on partial RNA-dependent RNA polymerase gene sequences. J Virol. 2010 Nov;84(21):11336-49. doi: 10.1128/JVI.00650-10. Epub 2010 Aug 4. PMID: 20686038; PMCID: PMC2953168.",Bat coronavirus BR98-55/BGR/2008 BtCoV/BR98-55/BGR/2008,NA,NA,NA,NA,NA,NA
763,Miniopterus_schreibersii,Viruses,NA,NA,NA,NA,Feces,NA,NA,NA,NA,NA,Croatia,Å imic et al. (2019),"Å imic I, Zorec TM, KreÅ¡ic N, Poljak M, Bedekovic T, Lojkic I. Novel Circo-Like Virus Detected in a Croatian Bat Population. Microbiol Resour Announc. 2019 Apr 18;8(16):e00280-19. doi: 10.1128/MRA.00280-19. PMID: 31000554; PMCID: PMC6473148.",Circo-like virus Croatia 17_S17 G ZP MS,NA,NA,NA,NA,NA,NA
764,Miniopterus_schreibersii,Viruses,Herpesviridae,NA,NA,NA,Swabs,NA,NA,NA,NA,NA,Spain,Pozo et al. (2016),"Pozo F, Juste J, VÃ¡zquez-MorÃ³n S, Aznar-LÃ³pez C, IbÃ¡Ã±ez C, Garin I, Aihartza J, Casas I, Tenorio A, EchevarrÃ­a JE. Identification of Novel Betaherpesviruses in Iberian Bats Reveals Parallel Evolution. PLoS One. 2016 Dec 30;11(12):e0169153. doi: 10.1371/journal.pone.0169153. PMID: 28036408; PMCID: PMC5201282.",Miniopterus schreibersii betaherpesvirus 1 MschBHV1,NA,NA,NA,NA,NA,NA
765,Miniopterus_schreibersii,Viruses,Herpesviridae,NA,NA,NA,Swabs,NA,NA,NA,NA,NA,Spain,Pozo et al. (2016),"Pozo F, Juste J, VÃ¡zquez-MorÃ³n S, Aznar-LÃ³pez C, IbÃ¡Ã±ez C, Garin I, Aihartza J, Casas I, Tenorio A, EchevarrÃ­a JE. Identification of Novel Betaherpesviruses in Iberian Bats Reveals Parallel Evolution. PLoS One. 2016 Dec 30;11(12):e0169153. doi: 10.1371/journal.pone.0169153. PMID: 28036408; PMCID: PMC5201282.",Miniopterus schreibersii betaherpesvirus 1b MschBHV2,NA,NA,NA,NA,NA,NA
766,Miniopterus_schreibersii,Viruses,Herpesviridae,NA,NA,NA,Swabs,NA,NA,NA,NA,NA,Spain,Pozo et al. (2016),"Pozo F, Juste J, VÃ¡zquez-MorÃ³n S, Aznar-LÃ³pez C, IbÃ¡Ã±ez C, Garin I, Aihartza J, Casas I, Tenorio A, EchevarrÃ­a JE. Identification of Novel Betaherpesviruses in Iberian Bats Reveals Parallel Evolution. PLoS One. 2016 Dec 30;11(12):e0169153. doi: 10.1371/journal.pone.0169153. PMID: 28036408; PMCID: PMC5201282.",Miniopterus schreibersii betaherpesvirus 3 MschBHV3,NA,NA,NA,NA,NA,NA
767,Miniopterus_schreibersii,Viruses,Herpesviridae,NA,NA,NA,Swabs,NA,NA,NA,NA,NA,Spain,Pozo et al. (2016),"Pozo F, Juste J, VÃ¡zquez-MorÃ³n S, Aznar-LÃ³pez C, IbÃ¡Ã±ez C, Garin I, Aihartza J, Casas I, Tenorio A, EchevarrÃ­a JE. Identification of Novel Betaherpesviruses in Iberian Bats Reveals Parallel Evolution. PLoS One. 2016 Dec 30;11(12):e0169153. doi: 10.1371/journal.pone.0169153. PMID: 28036408; PMCID: PMC5201282.",Miniopterus schreibersii gammaherpesvirus 1 MschGHV1,NA,NA,NA,NA,NA,NA
768,Miniopterus_schreibersii,Viruses,Filoviridae,NA,NA,NA,Tissue,NA,NA,NA,NA,NA,Spain,Negredo et al. (),"Negredo A, Palacios G, VÃ¡zquez-MorÃ³n S, GonzÃ¡lez F, Dopazo H, Molero F, Juste J, Quetglas J, Savji N, de la Cruz MartÃ­nez M, Herrera JE, Pizarro M, Hutchison SK, EchevarrÃ­a JE, Lipkin WI, Tenorio A. Discovery of an ebolavirus-like filovirus in europe. PLoS Pathog. 2011 Oct;7(10):e1002304. doi: 10.1371/journal.ppat.1002304. Epub 2011 Oct 20. PMID: 22039362; PMCID: PMC3197594.",Lloviu virus MS-Liver-86/2003,NA,NA,NA,NA,NA,NA
769,Miniopterus_schreibersii,Viruses,Picornaviridae,NA,NA,NA,Feces,NA,NA,NA,NA,NA,Romania,Drexler et al. (2015),"Drexler JF, Corman VM, Lukashev AN, van den Brand JM, Gmyl AP, BrÃ¼nink S, Rasche A, SeggewiÃŸ N, Feng H, Leijten LM, Vallo P, Kuiken T, Dotzauer A, Ulrich RG, Lemon SM, Drosten C; Hepatovirus Ecology Consortium. Evolutionary origins of hepatitis A virus in small mammals. Proc Natl Acad Sci U S A. 2015 Dec 8;112(49):15190-5. doi: 10.1073/pnas.1516992112. Epub 2015 Nov 2. PMID: 26575627; PMCID: PMC4679062.",Bat hepatovirus Rcet884Minsch2008,NA,NA,NA,NA,NA,NA
770,Miniopterus_schreibersii,Viruses,Astroviridae,NA,NA,NA,Feces,NA,NA,NA,NA,NA,Hungary,Unpublished,Unpublished,Astrovirus BAstV/V9/HUN/2013,NA,NA,NA,NA,NA,NA
771,Miniopterus_schreibersii,Viruses,Parvoviridae,NA,NA,NA,Feces,NA,NA,NA,NA,NA,Croatia,Unpublished,Unpublished,Bat bocavirus 14/G-MsMm,NA,NA,NA,NA,NA,NA
772,Miniopterus_schreibersii,Viruses,Circoviridae,NA,NA,NA,Feces,NA,NA,NA,NA,NA,Croatia,Unpublished,Unpublished,Bat circovirus 14/G-MsMm,NA,NA,NA,NA,NA,NA
773,Miniopterus_schreibersii,Viruses,Circoviridae,NA,NA,NA,Feces,NA,NA,NA,NA,NA,Croatia,Unpublished,Unpublished,Bat circovirus 17/G-Ms,NA,NA,NA,NA,NA,NA
774,Miniopterus_schreibersii,Viruses,Coronaviridae,NA,NA,NA,Feces,NA,NA,NA,NA,NA,Croatia,Unpublished,Unpublished,Bat coronavirus 14/G-MsMm,NA,NA,NA,NA,NA,NA
775,Miniopterus_schreibersii,Viruses,Picornaviridae,NA,NA,NA,Feces,NA,NA,NA,NA,NA,Bulgaria,Unpublished,Unpublished,Bat picornavirus BtPV/BR89-21/Min_sch/BGR/2008,NA,NA,NA,NA,NA,NA
776,Miniopterus_schreibersii,Viruses,Picornaviridae,NA,NA,NA,Feces,NA,NA,NA,NA,NA,Bulgaria,Unpublished,Unpublished,Bat picornavirus BtPV/BR89-23a/Min_sch/BGR/2008,NA,NA,NA,NA,NA,NA
777,Miniopterus_schreibersii,Viruses,Picornaviridae,NA,NA,NA,Feces,NA,NA,NA,NA,NA,Bulgaria,Unpublished,Unpublished,Bat picornavirus BtPV/BR89-24/Min_sch/BGR/2008,NA,NA,NA,NA,NA,NA
778,Miniopterus_schreibersii,Viruses,Picornaviridae,NA,NA,NA,Feces,NA,NA,NA,NA,NA,Bulgaria,Unpublished,Unpublished,Bat picornavirus BtPV/BR89-24a/Min_sch/BGR/2008,NA,NA,NA,NA,NA,NA
779,Miniopterus_schreibersii,Viruses,Picornaviridae,NA,NA,NA,Feces,NA,NA,NA,NA,NA,Bulgaria,Unpublished,Unpublished,Bat picornavirus BtPV/BR89-30/Min_sch/BGR/2008,NA,NA,NA,NA,NA,NA
780,Miniopterus_schreibersii,Viruses,Picornaviridae,NA,NA,NA,Feces,NA,NA,NA,NA,NA,Bulgaria,Unpublished,Unpublished,Bat picornavirus BtPV/BR89-38/Min_sch/BGR/2008,NA,NA,NA,NA,NA,NA
781,Miniopterus_schreibersii,Viruses,Picornaviridae,NA,NA,NA,Feces,NA,NA,NA,NA,NA,Bulgaria,Unpublished,Unpublished,Bat picornavirus BtPV/BR89-41a/Min_sch/BGR/2008,NA,NA,NA,NA,NA,NA
782,Miniopterus_schreibersii,Viruses,Picornaviridae,NA,NA,NA,Feces,NA,NA,NA,NA,NA,Bulgaria,Unpublished,Unpublished,Bat picornavirus BtPV/BR89-52/Min_sch/BGR/2008,NA,NA,NA,NA,NA,NA
783,Miniopterus_schreibersii,Viruses,Picornaviridae,NA,NA,NA,Feces,NA,NA,NA,NA,NA,Bulgaria,Unpublished,Unpublished,Bat picornavirus BtPV/BR89-62/Min_sch/BGR/2008,NA,NA,NA,NA,NA,NA
784,Miniopterus_schreibersii,Viruses,Picornaviridae,NA,NA,NA,Feces,NA,NA,NA,NA,NA,Romania,Unpublished,Unpublished,Bat picornavirus BtPV/Rcet88-34/Min_sch/ROU/2008,NA,NA,NA,NA,NA,NA
785,Miniopterus_schreibersii,Viruses,Picornaviridae,NA,NA,NA,Feces,NA,NA,NA,NA,NA,Romania,Unpublished,Unpublished,Bat picornavirus BtPV/Rcet88-84/Min_sch/ROU/2008,NA,NA,NA,NA,NA,NA
786,Miniopterus_schreibersii,Viruses,Rhabdoviridae,NA,NA,NA,Tissue,NA,NA,NA,NA,NA,Spain,Unpublished,Unpublished,Lleida bat lyssavirus RV3208,NA,NA,NA,NA,NA,NA
787,Miniopterus_schreibersii,Viruses,Rhabdoviridae,NA,NA,NA,Tissue,NA,NA,NA,NA,NA,Spain,Unpublished,Unpublished,Mediterranean bat virus 2012096,NA,NA,NA,NA,NA,NA
788,Miniopterus_schreibersii,Viruses,Herpesviridae,NA,NA,NA,Swabs,NA,NA,NA,NA,NA,Spain,Unpublished,Unpublished,Miniopterus schreibersii rhadinovirus acc_EF151198,NA,NA,NA,NA,NA,NA
789,Miniopterus_schreibersii,Viruses,Adenoviridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Croatia,Unpublished,Unpublished,Schreiber's bent-winged bat adenovirus 13/F-Ms,NA,NA,NA,NA,NA,NA
790,Miniopterus_schreibersii,Viruses,Coronaviridae,NA,NA,NA,Feces,NA,NA,NA,NA,NA,Spain,Nie et al. (2018),"Nie FY, Lin XD, Hao ZY, Chen XN, Wang ZX, Wang MR, Wu J, Wang HW, Zhao G, Ma RZ, Holmes EC, Zhang YZ. Extensive diversity and evolution of hepadnaviruses in bats in China. Virology. 2018 Jan 15;514:88-97. doi: 10.1016/j.virol.2017.11.005. Epub 2017 Nov 16. PMID: 29153861; PMCID: PMC7172093.",Alphacoronavirus sp. FRA_EPI7_Misch5.1132_4A_P1,NA,NA,NA,NA,NA,NA
791,Miniopterus_schreibersii,Viruses,Coronaviridae,NA,NA,NA,Feces,NA,NA,NA,NA,NA,France,Nie et al. (2018),"Nie FY, Lin XD, Hao ZY, Chen XN, Wang ZX, Wang MR, Wu J, Wang HW, Zhao G, Ma RZ, Holmes EC, Zhang YZ. Extensive diversity and evolution of hepadnaviruses in bats in China. Virology. 2018 Jan 15;514:88-97. doi: 10.1016/j.virol.2017.11.005. Epub 2017 Nov 16. PMID: 29153861; PMCID: PMC7172093.",Alphacoronavirus sp. FRA_EPI8_Misch34_7H_P11,NA,NA,NA,NA,NA,NA
792,Miniopterus_schreibersii,Viruses,Coronaviridae,NA,NA,NA,Feces,NA,NA,NA,NA,NA,France,Nie et al. (2018),"Nie FY, Lin XD, Hao ZY, Chen XN, Wang ZX, Wang MR, Wu J, Wang HW, Zhao G, Ma RZ, Holmes EC, Zhang YZ. Extensive diversity and evolution of hepadnaviruses in bats in China. Virology. 2018 Jan 15;514:88-97. doi: 10.1016/j.virol.2017.11.005. Epub 2017 Nov 16. PMID: 29153861; PMCID: PMC7172093.",Alphacoronavirus sp. FRA_EPI8_Misch35_8D_P11,NA,NA,NA,NA,NA,NA
793,Miniopterus_schreibersii,Viruses,Coronaviridae,NA,NA,NA,Feces,NA,NA,NA,NA,NA,France,Nie et al. (2018),"Nie FY, Lin XD, Hao ZY, Chen XN, Wang ZX, Wang MR, Wu J, Wang HW, Zhao G, Ma RZ, Holmes EC, Zhang YZ. Extensive diversity and evolution of hepadnaviruses in bats in China. Virology. 2018 Jan 15;514:88-97. doi: 10.1016/j.virol.2017.11.005. Epub 2017 Nov 16. PMID: 29153861; PMCID: PMC7172093.",Alphacoronavirus sp. FRA_EPI8_Misch37_9A_P11,NA,NA,NA,NA,NA,NA
794,Miniopterus_schreibersii,Viruses,Circoviridae,NA,NA,NA,Feces,NA,NA,NA,NA,NA,Italy,Lecis et al. (2020),"Lecis R, Mucedda M, Pidinchedda E, Zobba R, Pittau M, Alberti A. Genomic characterization of a novel bat-associated Circovirus detected in European Miniopterus schreibersii bats. Virus Genes. 2020 Jun;56(3):325-328. doi: 10.1007/s11262-020-01747-3. Epub 2020 Feb 22. PMID: 32088806; PMCID: PMC7088871.",Bat circovirus Sardinia BatACV,NA,NA,NA,NA,NA,NA
795,Miniopterus_schreibersii,Viruses,Rhabdoviridae,NA,NA,NA,Tissue,NA,NA,NA,NA,NA,Russia,Kuzmin et al. (2005),"Kuzmin IV, Hughes GJ, Botvinkin AD, Orciari LA, Rupprecht CE. Phylogenetic relationships of Irkut and West Caucasian bat viruses within the Lyssavirus genus and suggested quantitative criteria based on the N gene sequence for lyssavirus genotype definition. Virus Res. 2005 Jul;111(1):28-43. doi: 10.1016/j.virusres.2005.03.008. Epub 2005 Apr 8. PMID: 15896400.",West Caucasian bat lyssavirus WCBV,NA,NA,NA,NA,NA,NA
796,Miniopterus_schreibersii,Viruses,Rhabdoviridae,NA,NA,NA,Tissue,NA,NA,NA,NA,NA,Russia,Kuzmin et al. (2008),"Kuzmin IV, Wu X, Tordo N, Rupprecht CE. Complete genomes of Aravan, Khujand, Irkut and West Caucasian bat viruses, with special attention to the polymerase gene and non-coding regions. Virus Res. 2008 Sep;136(1-2):81-90. doi: 10.1016/j.virusres.2008.04.021. Epub 2008 Jun 2. PMID: 18514350.",West Caucasian bat lyssavirus WCBV,NA,NA,NA,NA,NA,NA
797,Miniopterus_schreibersii,Viruses,Coronaviridae,NA,NA,NA,Mix,NA,NA,NA,NA,NA,France,Monchatre-Leroy et al. (2017),"Monchatre-Leroy E, BouÃ© F, Boucher JM, Renault C, Moutou F, Ar Gouilh M, Umhang G. Identification of Alpha and Beta Coronavirus in Wildlife Species in France: Bats, Rodents, Rabbits, and Hedgehogs. Viruses. 2017 Nov 29;9(12):364. doi: 10.3390/v9120364. PMID: 29186061; PMCID: PMC5744139.",Alphacoronavirus sp. CS131010,NA,NA,NA,NA,NA,NA
798,Miniopterus_schreibersii,Viruses,Parvoviridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Croatia,Å imic et al. (2020),"Å imic I, Zorec TM, Lojkic I, KreÅ¡ic N, Poljak M, Cliquet F, Picard-Meyer E, Wasniewski M, Zrncic V, CukuÅ¡ic A, Bedekovic T. Viral Metagenomic Profiling of Croatian Bat Population Reveals Sample and Habitat Dependent Diversity. Viruses. 2020 Aug 14;12(8):891. doi: 10.3390/v12080891. PMID: 32824037; PMCID: PMC7472731.",Dependoparvovirus sp. 17_S17,NA,NA,NA,NA,NA,NA
799,Miniopterus_schreibersii,Viruses,Astroviridae,NA,NA,NA,Swabs,NA,NA,NA,NA,NA,Italy,Amoroso et al. (2018),"Amoroso MG, Russo D, Lanave G, Cistrone L, Pratelli A, Martella V, Galiero G, Decaro N, Fusco G. Detection and phylogenetic characterization of astroviruses in insectivorous bats from Central-Southern Italy. Zoonoses Public Health. 2018 Sep;65(6):702-710. doi: 10.1111/zph.12484. Epub 2018 Jun 12. PMID: 29896884; PMCID: PMC7165808.",Bat astrovirus AstV/Miniopterus schreibersii/08,NA,NA,NA,NA,NA,NA
800,Miniopterus_schreibersii,Viruses,Astroviridae,NA,NA,NA,Swabs,NA,NA,NA,NA,NA,Italy,Amoroso et al. (2018),"Amoroso MG, Russo D, Lanave G, Cistrone L, Pratelli A, Martella V, Galiero G, Decaro N, Fusco G. Detection and phylogenetic characterization of astroviruses in insectivorous bats from Central-Southern Italy. Zoonoses Public Health. 2018 Sep;65(6):702-710. doi: 10.1111/zph.12484. Epub 2018 Jun 12. PMID: 29896884; PMCID: PMC7165808.",Bat astrovirus AstV/Miniopterus schreibersii/2015,NA,NA,NA,NA,NA,NA
801,Miniopterus_schreibersii,Viruses,Astroviridae,NA,NA,NA,Swabs,NA,NA,NA,NA,NA,Italy,Amoroso et al. (2018),"Amoroso MG, Russo D, Lanave G, Cistrone L, Pratelli A, Martella V, Galiero G, Decaro N, Fusco G. Detection and phylogenetic characterization of astroviruses in insectivorous bats from Central-Southern Italy. Zoonoses Public Health. 2018 Sep;65(6):702-710. doi: 10.1111/zph.12484. Epub 2018 Jun 12. PMID: 29896884; PMCID: PMC7165808.",Bat astrovirus AstV/Miniopterus schreibersii/74,NA,NA,NA,NA,NA,NA
802,Miniopterus_schreibersii,Viruses,Astroviridae,NA,NA,NA,Swabs,NA,NA,NA,NA,NA,Italy,Amoroso et al. (2018),"Amoroso MG, Russo D, Lanave G, Cistrone L, Pratelli A, Martella V, Galiero G, Decaro N, Fusco G. Detection and phylogenetic characterization of astroviruses in insectivorous bats from Central-Southern Italy. Zoonoses Public Health. 2018 Sep;65(6):702-710. doi: 10.1111/zph.12484. Epub 2018 Jun 12. PMID: 29896884; PMCID: PMC7165808.",Bat astrovirus AstV/Miniopterus schreibersii/75,NA,NA,NA,NA,NA,NA
803,Miniopterus_schreibersii,Viruses,Astroviridae,NA,NA,NA,Swabs,NA,NA,NA,NA,NA,Italy,Amoroso et al. (2018),"Amoroso MG, Russo D, Lanave G, Cistrone L, Pratelli A, Martella V, Galiero G, Decaro N, Fusco G. Detection and phylogenetic characterization of astroviruses in insectivorous bats from Central-Southern Italy. Zoonoses Public Health. 2018 Sep;65(6):702-710. doi: 10.1111/zph.12484. Epub 2018 Jun 12. PMID: 29896884; PMCID: PMC7165808.",Bat astrovirus AstV/Miniopterus schreibersii/83,NA,NA,NA,NA,NA,NA
